iter	RMSE
0	0.1024979843
1	0.09844548172
2	0.09469817657
3	0.09134663917
4	0.08803352281
5	0.08511416421
6	0.08235282296
7	0.07984583939
8	0.07750424956
9	0.07530154518
10	0.07327726718
11	0.07139781929
12	0.06977468448
13	0.06822096354
14	0.06674879385
15	0.06537334143
16	0.06415702272
17	0.06302799796
18	0.06190962571
19	0.06082601036
20	0.05984324418
21	0.05890131417
22	0.05810019683
23	0.05724555839
24	0.05649393317
25	0.05580105015
26	0.0551914347
27	0.05449642997
28	0.05394921623
29	0.05347926362
30	0.053028443
31	0.05256376214
32	0.0521861412
33	0.05174335873
34	0.05138674187
35	0.05103372165
36	0.0506841152
37	0.05031492851
38	0.0499980868
39	0.04973459724
40	0.04942410381
41	0.04914947394
42	0.04891723775
43	0.04862823832
44	0.04840200415
45	0.04819852902
46	0.048001377
47	0.04782616935
48	0.0476283093
49	0.04748281623
50	0.04728195296
51	0.04713095402
52	0.04696042323
53	0.04680109219
54	0.04666634061
55	0.04655237581
56	0.04635524357
57	0.04621365018
58	0.04609313193
59	0.04596056934
60	0.04584390004
61	0.04570831964
62	0.0456229352
63	0.04550283638
64	0.04540396878
65	0.04531840881
66	0.04520768677
67	0.04511275124
68	0.04497866832
69	0.04491663782
70	0.04481935119
71	0.04474159554
72	0.04466410966
73	0.0445938863
74	0.04450891187
75	0.04445648092
76	0.04437242213
77	0.04430918712
78	0.04424117544
79	0.04415957964
80	0.04408149837
81	0.0440320547
82	0.0439815046
83	0.04391121625
84	0.04385533332
85	0.04378202296
86	0.04368471391
87	0.04362335525
88	0.04354986329
89	0.04347822306
90	0.04343540221
91	0.04337912165
92	0.04334668227
93	0.04329345651
94	0.04323214699
95	0.04314763834
96	0.04307586498
97	0.04303292567
98	0.04299332373
99	0.04292156322
100	0.04288248499
101	0.04285079654
102	0.0428139318
103	0.04277652873
104	0.04273575106
105	0.04270156734
106	0.04265843272
107	0.04260730917
108	0.04255254577
109	0.04250739565
110	0.04247132506
111	0.04243180067
112	0.04238574596
113	0.04234434119
114	0.04230334662
115	0.04225792218
116	0.0422296482
117	0.04218016468
118	0.04213558142
119	0.04209316952
120	0.04205887183
121	0.04202833659
122	0.0419838776
123	0.04195067871
124	0.04191540986
125	0.04187431658
126	0.04184490785
127	0.04179887366
128	0.04176126969
129	0.04172158425
130	0.04167947446
131	0.04164876885
132	0.04162807803
133	0.04160288537
134	0.04156781892
135	0.04153298225
136	0.04151969577
137	0.04150014303
138	0.04146325218
139	0.04142002062
140	0.04138495569
141	0.04135470007
142	0.04134029431
143	0.04130303357
144	0.04126089676
145	0.04121611069
146	0.04117156059
147	0.04114708788
148	0.04110611092
149	0.04107981969
150	0.04105317106
151	0.04102375587
152	0.04101194009
153	0.0409822431
154	0.04095575468
155	0.04092572291
156	0.04089726605
157	0.04085824987
158	0.04080811696
159	0.04076582244
160	0.04073604938
161	0.04071141457
162	0.04067968869
163	0.04064057482
164	0.04060350761
165	0.04057180286
166	0.04055110983
167	0.04052562791
168	0.04050286482
169	0.04046483016
170	0.04042797613
171	0.04040715124
172	0.04038318591
173	0.0403498224
174	0.04030720778
175	0.04027773292
176	0.04024882963
177	0.0402109109
178	0.04018425783
179	0.0401607373
180	0.0401380268
181	0.0401216042
182	0.04010299524
183	0.04008036471
184	0.04005082194
185	0.04003123889
186	0.03999073161
187	0.03997302807
188	0.03995063933
189	0.03991605998
190	0.03988664366
191	0.03984623243
192	0.03983314685
193	0.03980510258
194	0.03977935468
195	0.03975402988
196	0.03972661038
197	0.03970565014
198	0.03969349469
199	0.03966585903
200	0.03964504903
201	0.03963004663
202	0.0396184698
203	0.03959116126
204	0.03957438117
205	0.03954121807
206	0.03951922243
207	0.0394894017
208	0.03945945016
209	0.03944381083
210	0.03943150463
211	0.03938908077
212	0.03936998329
213	0.03934269746
214	0.03931331616
215	0.03929731929
216	0.03926276426
217	0.03924554421
218	0.0392178627
219	0.0391949072
220	0.03917512504
221	0.03915926037
222	0.0391407416
223	0.03912426898
224	0.03910370001
225	0.03908851311
226	0.039064768
227	0.03905160617
228	0.03902245073
229	0.03900383161
230	0.03898978232
231	0.03896805307
232	0.03895112684
233	0.03893389602
234	0.03891652042
235	0.03889846213
236	0.03887903873
237	0.03885221417
238	0.03883158311
239	0.03881861543
240	0.03880227871
241	0.03879317037
242	0.03878320176
243	0.03877216184
244	0.03875038289
245	0.03873204656
246	0.03870437974
247	0.03868414803
248	0.03866780801
249	0.03863616459
250	0.03861401602
251	0.03859533676
252	0.03858136044
253	0.03856986497
254	0.0385532597
255	0.03854107823
256	0.03852417512
257	0.03850794505
258	0.03850038964
259	0.03848171405
260	0.03845325245
261	0.03843700369
262	0.03842149544
263	0.03840808971
264	0.03838687611
265	0.03836554236
266	0.03835042973
267	0.03833584552
268	0.03831761546
269	0.03830055405
270	0.0382788141
271	0.03826101943
272	0.03823906696
273	0.038217027
274	0.03819950705
275	0.03817920973
276	0.03816694931
277	0.03814465157
278	0.03812424965
279	0.03810809808
280	0.03808814713
281	0.03807321428
282	0.03805963514
283	0.03803542449
284	0.03802159436
285	0.03801033562
286	0.03799370825
287	0.03798092228
288	0.0379696734
289	0.03795853106
290	0.0379443194
291	0.03793178117
292	0.03792240135
293	0.03790847283
294	0.03789659532
295	0.03788875838
296	0.03788486884
297	0.03786993418
298	0.03785851811
299	0.03784990088
300	0.03783745791
301	0.03781924909
302	0.037807621
303	0.03779975253
304	0.03779215371
305	0.03777982371
306	0.03776481572
307	0.03774783604
308	0.03773505295
309	0.03771999408
310	0.0376955787
311	0.03768473247
312	0.03766451365
313	0.03764269252
314	0.03762596544
315	0.03760871638
316	0.03758965078
317	0.03757930682
318	0.03756719389
319	0.03755921848
320	0.03754365261
321	0.03753462375
322	0.03752485983
323	0.03752200227
324	0.03750344591
325	0.03749217037
326	0.03749043959
327	0.03748264416
328	0.03746858451
329	0.03745270398
330	0.03743522748
331	0.03742070113
332	0.03740265166
333	0.0373873133
334	0.03738429053
335	0.03736640698
336	0.03733736701
337	0.03732713977
338	0.03732555669
339	0.03731384539
340	0.0372993444
341	0.03728646453
342	0.03727381372
343	0.03725552216
344	0.0372456053
345	0.03723460024
346	0.03722311472
347	0.0372098866
348	0.03719355434
349	0.03719056051
350	0.03717696118
351	0.03716946658
352	0.03715552984
353	0.03714046153
354	0.03712855902
355	0.03711967474
356	0.03711021562
357	0.03709788192
358	0.03708750977
359	0.03707351799
360	0.03705931502
361	0.03705151756
362	0.03704447494
363	0.03703376196
364	0.03702605628
365	0.03701687196
366	0.03700912101
367	0.03699790305
368	0.03698532158
369	0.0369788088
370	0.03697507624
371	0.03696317501
372	0.03695577789
373	0.03694298128
374	0.03691318978
375	0.03689854252
376	0.03688262074
377	0.03687161453
378	0.03685631703
379	0.03684428553
380	0.03682404724
381	0.03680765392
382	0.03678989971
383	0.03677663345
384	0.03676987779
385	0.03675833183
386	0.03674518323
387	0.03673303768
388	0.03671257677
389	0.03670601129
390	0.03670320722
391	0.03670004547
392	0.03668995272
393	0.03668181927
394	0.03667275224
395	0.03664743657
396	0.03664519221
397	0.03663765712
398	0.0366191569
399	0.03660291192
400	0.03658850946
401	0.0365652952
402	0.03654689937
403	0.03653464603
404	0.03652764098
405	0.03652608668
406	0.03652275088
407	0.03651270054
408	0.03649939308
409	0.0364852589
410	0.03647849319
411	0.03647084694
412	0.0364614565
413	0.03646104579
414	0.0364503391
415	0.03643859155
416	0.0364180301
417	0.03641076279
418	0.03638844051
419	0.03637672499
420	0.03636317332
421	0.03636223831
422	0.03635196999
423	0.03633946304
424	0.0363364791
425	0.0363157935
426	0.03630362737
427	0.03629860251
428	0.03628863496
429	0.03626639765
430	0.03625736585
431	0.03624993797
432	0.03623801779
433	0.03622555232
434	0.03621979496
435	0.03621013451
436	0.0361866592
437	0.03618483042
438	0.0361809734
439	0.03616658034
440	0.03615377159
441	0.03613068328
442	0.03612756942
443	0.03611685948
444	0.03610566931
445	0.03608781127
446	0.03607792938
447	0.03606240932
448	0.03605889819
449	0.03605219063
450	0.03603989257
451	0.03603095891
452	0.03601987817
453	0.03601044
454	0.03600586884
455	0.03599480724
456	0.03598772163
457	0.03597754309
458	0.03597442297
459	0.03597219506
460	0.03595883767
461	0.0359424785
462	0.03593604743
463	0.03592918308
464	0.03591637561
465	0.03591265016
466	0.03590079882
467	0.0358919366
468	0.03588105155
469	0.03587393285
470	0.03586513179
471	0.03585631467
472	0.03584846269
473	0.03584657007
474	0.03584002703
475	0.0358362524
476	0.03583227401
477	0.03582258859
478	0.03581008595
479	0.03579232114
480	0.03578472646
481	0.03577688609
482	0.03576632053
483	0.03575651659
484	0.03574348639
485	0.03573699947
486	0.03572344266
487	0.03571274516
488	0.03570635298
489	0.03569439974
490	0.03568853181
491	0.03567596555
492	0.03566828184
493	0.03566084011
494	0.03565387721
495	0.03564065045
496	0.03563262497
497	0.03562725441
498	0.03561353137
499	0.03560205377
500	0.03558917806
501	0.03557660517
502	0.03556718614
503	0.03555984565
504	0.03555580611
505	0.03554861382
506	0.03553670488
507	0.03552733598
508	0.03551522985
509	0.03550892736
510	0.03550324108
511	0.03549149002
512	0.03548472408
513	0.03547303668
514	0.03546037068
515	0.03544992612
516	0.03544178607
517	0.03543404547
518	0.03543096299
519	0.03541940082
520	0.03541263716
521	0.03540420158
522	0.03539422703
523	0.03538029731
524	0.03537295713
525	0.03536462478
526	0.03535603162
527	0.0353457025
528	0.03533854935
529	0.03532693311
530	0.0353215384
531	0.03531151882
532	0.03530513689
533	0.03529078032
534	0.03527899381
535	0.03526756732
536	0.03525888861
537	0.03525306697
538	0.03524959683
539	0.03524525278
540	0.03523122914
541	0.0352286109
542	0.03521388991
543	0.03520501332
544	0.03519493427
545	0.03517571425
546	0.03516189287
547	0.03515406669
548	0.03515343876
549	0.03514722532
550	0.03514346248
551	0.03513081426
552	0.03512368575
553	0.03511820993
554	0.0351118794
555	0.03510410248
556	0.03509735409
557	0.03509025363
558	0.03507727144
559	0.03506867515
560	0.03506458068
561	0.03505861609
562	0.03505064605
563	0.03504128464
564	0.035024296
565	0.03501555321
566	0.03500030903
567	0.03499915317
568	0.03499229458
569	0.03498253189
570	0.03497101679
571	0.0349622575
572	0.03495098702
573	0.03494221596
574	0.03493278703
575	0.03492540591
576	0.03492083445
577	0.03491093779
578	0.03490550588
579	0.03490491678
580	0.03489521952
581	0.0348943084
582	0.03488214452
583	0.03487498883
584	0.03486522479
585	0.03485744072
586	0.03485407404
587	0.03484739167
588	0.03484056405
589	0.03483817665
590	0.03482768602
591	0.03481806316
592	0.03481033188
593	0.0347991423
594	0.0347880431
595	0.03478111074
596	0.03477886431
597	0.03477282529
598	0.03476692709
599	0.03476492805
